Company,Date,ClosingPrice,Change,ChangeRate,OpeningPrice,HighPrice,LowPrice,Volume,Value,MarketCap,ShareOuts
1645,2025/02/20,15850,400,2.59,15360,15900,15330,350565,5524620680,1325177527750,83607415
1645,2025/02/19,15450,270,1.78,15140,15530,15090,212801,3276010760,1291734561750,83607415
1645,2025/02/18,15180,-50,-0.33,15160,15230,15080,92840,1406950990,1269160559700,83607415
1645,2025/02/17,15230,130,0.86,15190,15230,15040,143056,2160497100,1273340930450,83607415
1645,2025/02/14,15100,40,0.27,15110,15250,15040,248755,3763355100,1262471966500,83607415
1645,2025/02/13,15060,10,0.07,15130,15230,15030,150819,2278238690,1259127669900,83607415
1645,2025/02/12,15050,30,0.2,15150,15220,15020,73931,1116809180,1258291595750,83607415
1645,2025/02/11,15020,70,0.47,14960,15160,14960,81270,1223962720,1255783373300,83607415
1645,2025/02/10,14950,50,0.34,14900,15020,14830,97439,1456504140,1249930854250,83607415
1645,2025/02/07,14900,-170,-1.13,15070,15130,14900,220542,3302374690,1245750483500,83607415
1645,2025/02/06,15070,-420,-2.71,15480,15490,15020,262254,3964290990,1259963744050,83607415
1645,2025/02/05,15490,280,1.84,15270,15710,15210,216300,3366573870,1295078858350,83607415
1645,2025/02/04,15210,240,1.6,15020,15270,15020,78619,1192063120,1271668782150,83607415
1645,2025/02/03,14970,-330,-2.16,15140,15280,14780,158711,2370215510,1251603002550,83607415
1645,2025/01/31,15300,-20,-0.13,15460,15460,15140,172879,2634607210,1279193449500,83607415
1645,2025/01/24,15320,-280,-1.79,15620,15650,15230,212519,3253213700,1280865597800,83607415
1645,2025/01/23,15600,-230,-1.45,15870,15890,15600,170323,2668206840,1304275674000,83607415
1645,2025/01/22,15830,-170,-1.06,16110,16110,15790,164090,2604788880,1323505379450,83607415
1645,2025/01/21,16000,70,0.44,15980,16180,15820,142304,2276645970,1337718640000,83607415
1645,2025/01/20,15930,90,0.57,15870,15960,15670,158668,2510520180,1331866120950,83607415
1645,2025/01/17,15840,-30,-0.19,15910,16080,15760,275945,4380549500,1324341453600,83607415
1645,2025/01/16,15870,-160,-1.0,16150,16150,15840,325262,5172926590,1326849676050,83607415
1645,2025/01/15,16030,-670,-4.01,16680,16730,16020,389800,6310535070,1340226862450,83607415
1645,2025/01/14,16700,-200,-1.18,16900,16930,16600,115152,1923530740,1396243830500,83607415
1645,2025/01/13,16900,-60,-0.35,16930,16950,16610,105524,1766516880,1412965313500,83607415
1645,2025/01/10,16960,-120,-0.7,17000,17070,16920,72962,1237785640,1417981758400,83607415
1645,2025/01/09,17080,-210,-1.21,17210,17210,16880,201470,3423600110,1428014648200,83607415
1645,2025/01/08,17290,-270,-1.54,17450,17550,17170,136564,2363556080,1445572205350,83607415
1645,2025/01/07,17560,330,1.92,17320,17560,17200,183210,3194649760,1468146207400,83607415
1645,2025/01/06,17230,60,0.35,17200,17330,17140,80820,1395039580,1440555760450,83607415
1645,2025/01/03,17170,30,0.18,17250,17450,17160,97679,1686159130,1435539315550,83607415
1645,2025/01/02,17140,640,3.88,16660,17380,16600,191446,3271362980,1433031093100,83607415
1645,2024/12/30,16500,-280,-1.67,16810,16860,16250,268555,4410325400,1379522347500,83607415
1645,2024/12/27,16780,-510,-2.95,17210,17380,16710,250207,4230840440,1402932423700,83607415
1645,2024/12/26,17290,-800,-4.42,18120,18180,17110,469501,8180803870,1445572205350,83607415
1645,2024/12/24,18090,-880,-4.64,18890,19640,17860,478621,8810821770,1512458137350,83607415
1645,2024/12/23,18970,-830,-4.19,19800,19800,16200,1782158,31929310480,1586032662550,83607415
1645,2024/12/20,19800,0,0.0,0,0,0,0,0,2424219894300,104717922
1645,2024/12/19,19800,0,0.0,0,0,0,0,0,2424219894300,104717922
1645,2024/12/18,19800,0,0.0,0,0,0,0,0,2424219894300,104717922
1645,2024/12/17,19800,0,0.0,0,0,0,0,0,2424219894300,104717922
1645,2024/12/16,19800,0,0.0,0,0,0,0,0,2424219894300,104717922
1645,2024/12/13,19800,0,0.0,0,0,0,0,0,2424219894300,104717922
1645,2024/12/12,19800,0,0.0,0,0,0,0,0,2424219894300,104717922
1645,2024/12/11,19800,0,0.0,0,0,0,0,0,2424219894300,104717922
1645,2024/12/10,19800,0,0.0,0,0,0,0,0,2424219894300,104717922
1645,2024/12/09,19800,0,0.0,0,0,0,0,0,2424219894300,104717922
1645,2024/12/06,19800,0,0.0,0,0,0,0,0,2424219894300,104717922
1645,2024/12/05,19800,0,0.0,0,0,0,0,0,2424219894300,104717922
1645,2024/12/04,19800,0,0.0,0,0,0,0,0,2424219894300,104717922
1645,2024/12/03,19800,0,0.0,0,0,0,0,0,2424219894300,104717922
1645,2024/12/02,19800,0,0.0,0,0,0,0,0,2424219894300,104717922
1645,2024/11/29,19800,0,0.0,0,0,0,0,0,2424219894300,104717922
1645,2024/11/28,19800,0,0.0,0,0,0,0,0,2424219894300,104717922
1645,2024/11/27,19800,43,0.22,19672,20057,19543,623295,14447054950,2424219894300,104717922
1645,2024/11/26,19757,171,0.87,19415,20099,19415,397358,9237168750,2418983998200,104717922
1645,2024/11/25,19586,256,1.33,19458,19672,19330,273836,6255058400,2398040413800,104717922
1645,2024/11/22,19330,813,4.39,18731,19372,18560,268729,6010189450,2366625037200,104717922
1645,2024/11/21,18517,342,1.88,18132,18945,18004,327277,7146673950,2267143011300,104717922
1645,2024/11/20,18175,299,1.67,17790,18260,17790,125357,2647039700,2225255842500,104717922
1645,2024/11/19,17876,-42,-0.24,17747,18004,17705,73751,1540506600,2188604569800,104717922
1645,2024/11/18,17918,128,0.72,17576,17961,17576,58826,1223734750,2193840465900,104717922
1645,2024/11/15,17790,-342,-1.89,18089,18089,17705,80416,1673542000,2178132777600,104717922
1645,2024/11/14,18132,770,4.43,17533,18132,17362,158022,3285147500,2220019946400,104717922
1645,2024/11/13,17362,-86,-0.49,17320,17533,17277,147812,3003452050,2125773816600,104717922
1645,2024/11/12,17448,0,0.0,17277,17619,17277,153768,3140949900,2136245608800,104717922
1645,2024/11/11,17448,-342,-1.92,17576,17747,17405,99085,2028574150,2136245608800,104717922
1645,2024/11/08,17790,-684,-3.7,18474,18474,17448,587108,12133110100,2178132777600,104717922
1645,2024/11/07,18474,0,0.0,18260,18517,18175,158123,3388691400,2261907115200,104717922
1645,2024/11/06,18474,42,0.23,18645,18731,18389,116030,2518530900,2261907115200,104717922
1645,2024/11/05,18432,-128,-0.69,18389,18987,18389,216727,4713298650,2256671219100,104717922
1645,2024/11/04,18560,257,1.4,18346,18774,18303,134039,2904733200,2272378907400,104717922
1645,2024/11/01,18303,-171,-0.93,18346,18560,18132,197016,4228889650,2240963530800,104717922
1645,2024/10/31,18474,684,3.85,17876,18474,17705,232455,4946311350,2261907115200,104717922
1645,2024/10/30,17790,0,0.0,17790,17833,17619,87089,1804037000,2178132777600,104717922
1645,2024/10/29,17790,43,0.24,17747,17790,17491,47452,978227100,2178132777600,104717922
1645,2024/10/28,17747,385,2.22,17405,17747,17277,103752,2135033400,2172896881500,104717922
1645,2024/10/25,17362,-685,-3.79,17961,18089,17149,420488,8523402000,2125773816600,104717922
1645,2024/10/24,18047,86,0.48,17790,18132,17790,41858,879988300,2209548154200,104717922
1645,2024/10/23,17961,256,1.45,17747,18218,17619,80226,1686356350,2199076362000,104717922
1645,2024/10/22,17705,-171,-0.96,17833,17961,17662,72292,1499478150,2167660985400,104717922
1645,2024/10/21,17876,-342,-1.88,18218,18303,17876,86033,1812107850,2188604569800,104717922
1645,2024/10/18,18218,129,0.71,18175,18260,18004,50076,1063329750,2230491738600,104717922
1645,2024/10/17,18089,128,0.71,18175,18303,18004,58066,1231351950,2214784050300,104717922
1645,2024/10/16,17961,-257,-1.41,18047,18303,17876,139272,2938838850,2199076362000,104717922
1645,2024/10/15,18218,-214,-1.16,18346,18432,18004,100275,2135103350,2230491738600,104717922
1645,2024/10/14,18432,43,0.23,18389,18517,18132,83537,1790330500,2256671219100,104717922
1645,2024/10/11,18389,428,2.38,18218,18432,17961,117906,2515521250,2251435323000,104717922
1645,2024/10/10,17961,171,0.96,18004,18175,17833,135756,2854243600,2199076362000,104717922
1645,2024/10/08,17790,0,0.0,17790,18004,17747,115916,2422106400,2178132777600,104717922
1645,2024/10/07,17790,85,0.48,17662,18047,17619,78489,1638721150,2178132777600,104717922
1645,2024/10/04,17705,-299,-1.66,18004,18047,17619,142831,2964497300,2167660985400,104717922
1645,2024/10/02,18004,-256,-1.41,18132,18260,17918,150954,3183578200,2204312258100,104717922
1645,2024/09/30,18260,-343,-1.84,18774,18902,18218,135258,2911549550,2235727634700,104717922
1645,2024/09/27,18603,-128,-0.68,18774,18859,18517,124611,2722320750,2277614803500,104717922
1645,2024/09/26,18731,299,1.62,18603,18774,18474,151220,3291161400,2293322491800,104717922
1645,2024/09/25,18432,-513,-2.71,19159,19201,18432,212842,4636372450,2256671219100,104717922
1645,2024/09/24,18945,342,1.84,18731,18987,18517,103585,2269586050,2319501972300,104717922
1645,2024/09/23,18603,-299,-1.58,19073,19073,18560,109062,2379762750,2277614803500,104717922
1645,2024/09/20,18902,128,0.68,18774,19030,18603,180577,3979820400,2314266076200,104717922
1645,2024/09/19,18774,-556,-2.88,19501,19543,18645,163091,3601721200,2298558387900,104717922
1645,2024/09/13,19330,86,0.44,19287,19458,19073,107458,2414448550,2366625037200,104717922
1645,2024/09/12,19244,0,0.0,19201,19415,18945,240368,5385451600,2356153245000,104717922
1645,2024/09/11,19244,257,1.35,19116,19287,18987,131509,2952950900,2356153245000,104717922
1645,2024/09/10,18987,-214,-1.11,19073,19201,18859,47162,1050739100,2324737868400,104717922
1645,2024/09/09,19201,-86,-0.44,18945,19201,18859,96914,2163909950,2350917348900,104717922
1645,2024/09/06,19287,0,0.0,19458,19458,18987,215201,4849365450,2361389141100,104717922
1645,2024/09/05,19287,984,5.37,18303,19458,18303,456012,10238777300,2361389141100,104717922
1645,2024/09/04,18303,-599,-3.17,18731,18731,18260,128143,2757769200,2240963530800,104717922
1645,2024/09/03,18902,428,2.31,18603,18945,18474,193934,4262413300,2314266076200,104717922
1645,2024/09/02,18474,-385,-2.04,18688,18774,18474,99541,2162016850,2261907115200,104717922
1645,2024/08/30,18859,43,0.23,18945,18945,18603,188645,4140634650,2309030180100,104717922
1645,2024/08/29,18816,213,1.15,18731,18816,18389,132321,2891922250,2303794284000,104717922
1645,2024/08/28,18603,-171,-0.91,18688,18945,18517,146712,3207303350,2277614803500,104717922
1645,2024/08/27,18774,727,4.03,18175,18902,18047,320152,6950565800,2298558387900,104717922
1645,2024/08/26,18047,0,0.0,18047,18089,17833,106434,2237398950,2209548154200,104717922
1645,2024/08/23,18047,171,0.96,17705,18132,17662,117851,2474559500,2209548154200,104717922
1645,2024/08/22,17876,0,0.0,17918,17918,17705,78171,1627024250,2188604569800,104717922
1645,2024/08/21,17876,257,1.46,17705,17876,17619,184485,3823881950,2188604569800,104717922
1645,2024/08/20,17619,-599,-3.29,18132,18132,17619,195002,4047105100,2157189193200,104717922
1645,2024/08/19,18218,214,1.19,18089,18218,17961,86213,1823242150,2230491738600,104717922
1645,2024/08/16,18004,86,0.48,18089,18132,17876,108096,2275582800,2204312258100,104717922
1645,2024/08/14,17918,42,0.24,18004,18004,17619,100429,2089230550,2193840465900,104717922
1645,2024/08/13,17876,257,1.46,17533,17961,17533,169335,3521613400,2188604569800,104717922
1645,2024/08/12,17619,299,1.73,17405,17662,17362,166238,3410363800,2157189193200,104717922
1645,2024/08/09,17320,-427,-2.41,17747,17876,17149,430322,8747148700,2120537920500,104717922
1645,2024/08/08,17747,-599,-3.26,18432,18517,17533,364295,7625087950,2172896881500,104717922
1645,2024/08/07,18346,-128,-0.69,18346,19586,18047,648227,14273453750,2246199426900,104717922
1645,2024/08/06,18474,214,1.17,19030,19201,18132,317604,6877962850,2261907115200,104717922
1645,2024/08/05,18260,-941,-4.9,19372,19843,17790,1068621,23801051050,2235727634700,104717922
1645,2024/08/02,19201,812,4.42,18303,19372,18132,1034342,23038773300,2350917348900,104717922
1645,2024/08/01,18389,257,1.42,17918,18560,17918,176755,3788771000,2251435323000,104717922
1645,2024/07/31,18132,214,1.19,17961,18260,17876,137234,2899988050,2220019946400,104717922
1645,2024/07/30,17918,-214,-1.18,18047,18218,17918,137488,2901705600,2193840465900,104717922
1645,2024/07/29,18132,-128,-0.7,18260,18260,18047,145399,3084886000,2220019946400,104717922
1645,2024/07/26,18260,0,0.0,18474,18560,18218,165299,3542241650,2235727634700,104717922
1645,2024/07/25,18260,171,0.95,18260,18474,18004,190354,4076879100,2235727634700,104717922
1645,2024/07/24,18089,128,0.71,17876,18132,17747,119969,2513782550,2214784050300,104717922
1645,2024/07/23,17961,-86,-0.47,18089,18175,17918,129890,2735363050,2199076362000,104717922
1645,2024/07/22,18047,-128,-0.71,18175,18260,17876,132040,2785304800,2209548154200,104717922
1645,2024/07/19,18175,-257,-1.39,18175,18432,18047,100166,2130872050,2225255842500,104717922
1645,2024/07/18,18432,257,1.41,18175,18474,18047,195757,4195353250,2256671219100,104717922
1645,2024/07/17,18175,171,0.95,18089,18346,17961,165539,3515652400,2225255842500,104717922
1645,2024/07/16,18004,-128,-0.71,18089,18260,17876,91990,1942508350,2204312258100,104717922
1645,2024/07/15,18132,128,0.71,18474,18517,18132,175022,3741311650,2220019946400,104717922
1645,2024/07/12,18004,471,2.68,17662,18346,17533,297860,6266033850,2204312258100,104717922
1645,2024/07/11,17533,-129,-0.73,17833,17833,17320,225700,4620563850,2146717401000,104717922
1645,2024/07/10,17662,214,1.23,17405,17833,17320,176428,3629949900,2162425089300,104717922
1645,2024/07/09,17448,214,1.24,17234,17662,17234,178350,3640172950,2136245608800,104717922
1645,2024/07/08,17234,-43,-0.25,17234,17320,17149,73198,1475233250,2110066128300,104717922
1645,2024/07/05,17277,-85,-0.49,17405,17491,17234,164853,3338730650,2115302024400,104717922
1645,2024/07/04,17362,128,0.74,17234,17405,17149,112162,2266096300,2125773816600,104717922
1645,2024/07/03,17234,-128,-0.74,17533,17533,17149,185370,3751224350,2110066128300,104717922
1645,2024/07/02,17362,-343,-1.93,17491,17576,17277,114308,2328007400,2125773816600,104717922
1645,2024/07/01,17705,-128,-0.72,17747,17833,17448,127018,2610258100,2167660985400,104717922
1645,2024/06/28,17833,86,0.48,17961,18047,17705,127109,2644579050,2183368673700,104717922
1645,2024/06/27,17747,-471,-2.58,18089,18218,17491,249660,5186303700,2172896881500,104717922
1645,2024/06/26,18218,-85,-0.47,18218,18389,18175,108927,2324591200,2230491738600,104717922
1645,2024/06/25,18303,342,1.9,18175,18517,18047,153551,3283878950,2240963530800,104717922
1645,2024/06/24,17961,-214,-1.18,18089,18517,17961,102183,2172614600,2199076362000,104717922
1645,2024/06/21,18175,-214,-1.16,18560,19030,18175,519447,11223977950,2225255842500,104717922
1645,2024/06/20,18389,129,0.7,18260,18603,18175,123689,2660657100,2251435323000,104717922
1645,2024/06/19,18260,-43,-0.23,18517,18517,18047,116857,2487301500,2235727634700,104717922
1645,2024/06/18,18303,-428,-2.28,18816,18816,18218,206332,4439076450,2240963530800,104717922
1645,2024/06/17,18731,-214,-1.13,18774,18987,18560,165167,3626141100,2293322491800,104717922
1645,2024/06/14,18945,0,0.0,18731,18987,18389,200407,4376494950,2319501972300,104717922
1645,2024/06/13,18945,43,0.23,18688,19073,18688,291830,6447319450,2319501972300,104717922
1645,2024/06/12,18902,257,1.38,18560,18987,18560,153651,3392715650,2314266076200,104717922
1645,2024/06/11,18645,171,0.93,18432,18816,18303,151303,3290076100,2282850699600,104717922
1645,2024/06/10,18474,-556,-2.92,18731,18945,18432,263079,5747630250,2261907115200,104717922
1645,2024/06/07,19030,342,1.83,18731,19287,18645,388277,8655973400,2329973764500,104717922
1645,2024/06/05,18688,-599,-3.1,19159,19586,18645,353354,7836844800,2288086595700,104717922
1645,2024/06/04,19287,-171,-0.88,19244,19928,18859,698422,15835383150,2361389141100,104717922
1645,2024/06/03,19458,2498,14.73,19030,19586,17790,1955148,43085158050,2382332725500,104717922
1645,2024/05/31,16960,265,1.59,16841,17097,16695,203074,4010324770,2076556393260,104717922
1645,2024/05/30,16695,17,0.1,16593,16824,16524,117148,2280792300,2044093837440,104717922
1645,2024/05/29,16678,-402,-2.35,17020,17080,16653,209894,4111477790,2041999479000,104717922
1645,2024/05/28,17080,-69,-0.4,17072,17149,17029,86303,1726041060,2091216902340,104717922
1645,2024/05/27,17149,52,0.3,17106,17191,17063,105979,2120508770,2099594336100,104717922
1645,2024/05/24,17097,-94,-0.55,17080,17234,17029,121003,2421241130,2093311260780,104717922
1645,2024/05/23,17191,85,0.5,17063,17448,16986,106395,2143113010,2104830232200,104717922
1645,2024/05/22,17106,-85,-0.5,17149,17405,17037,133184,2681507480,2094358440000,104717922
1645,2024/05/21,17191,-86,-0.5,17149,17533,17106,136077,2737386750,2104830232200,104717922
1645,2024/05/20,17277,-428,-2.42,17833,17833,17277,148117,3023893500,2115302024400,104717922
1645,2024/05/17,17705,385,2.22,17320,17790,17320,210484,4340100200,2167660985400,104717922
1645,2024/05/16,17320,-427,-2.41,17790,17876,17320,167797,3429277550,2120537920500,104717922
1645,2024/05/14,17747,128,0.73,17662,17833,17533,147855,3059372150,2172896881500,104717922
1645,2024/05/13,17619,-385,-2.14,18132,18132,17619,189076,3918360250,2157189193200,104717922
1645,2024/05/10,18004,428,2.43,17662,18303,17533,444654,9389716900,2204312258100,104717922
1645,2024/05/09,17576,85,0.49,17448,17747,17277,274951,5655867550,2151953297100,104717922
1645,2024/05/08,17491,342,2.0,17149,17491,17097,208525,4211141010,2141481504900,104717922
1645,2024/05/07,17149,-42,-0.25,17277,17277,17106,126791,2545574900,2099594336100,104717922
1645,2024/05/03,17191,179,1.06,17055,17191,16986,110568,2214102960,2104830232200,104717922
1645,2024/05/02,17012,-34,-0.2,16943,17089,16943,162289,3226342620,2082839468580,104717922
1645,2024/04/30,17046,-26,-0.15,16883,17191,16875,150330,3001055030,2087028185460,104717922
1645,2024/04/29,17072,257,1.53,16969,17072,16815,136795,2717922220,2090169723120,104717922
1645,2024/04/26,16815,43,0.25,16806,16824,16661,120001,2350696100,2058754346520,104717922
1645,2024/04/25,16772,-34,-0.2,16644,16969,16644,105928,2088150770,2053518450420,104717922
1645,2024/04/24,16806,-112,-0.66,16918,16960,16627,215630,4214098650,2057707167300,104717922
1645,2024/04/23,16918,231,1.38,16695,16926,16635,173530,3417773030,2071320497160,104717922
1645,2024/04/22,16687,411,2.52,16456,16721,16293,161910,3144679520,2043046658220,104717922
1645,2024/04/19,16276,-34,-0.21,16268,16413,16105,223649,4261072110,1992782055660,104717922
1645,2024/04/18,16310,402,2.53,16088,16336,15934,153170,2908008380,1996970772540,104717922
1645,2024/04/17,15908,34,0.22,15883,16079,15831,176258,3291479270,1947753349200,104717922
1645,2024/04/16,15874,-120,-0.75,15908,15977,15695,240749,4452917080,1943564632320,104717922
1645,2024/04/15,15994,-282,-1.73,16259,16293,15934,264001,4952362080,1958225141400,104717922
1645,2024/04/12,16276,-565,-3.35,16815,16866,16259,589585,11324382520,1992782055660,104717922
1645,2024/04/11,16841,-265,-1.55,16943,17089,16781,335871,6623286740,2061895884180,104717922
1645,2024/04/09,17106,-128,-0.74,17320,17405,17097,181950,3651276640,2094358440000,104717922
1645,2024/04/08,17234,43,0.25,17191,17362,17191,91959,1856256600,2110066128300,104717922
1645,2024/04/05,17191,42,0.25,17106,17448,17106,212208,4283099900,2104830232200,104717922
1645,2024/04/04,17149,-128,-0.74,17362,17448,17106,254990,5129429400,2099594336100,104717922
1645,2024/04/03,17277,-214,-1.22,17448,17533,17234,238413,4837421385,2115302024400,104717922
1645,2024/04/02,17491,-299,-1.68,17619,17833,17491,149903,3084108700,2141481504900,104717922
1645,2024/04/01,17790,428,2.46,17448,17790,17277,206780,4247458650,2178132777600,104717922
1645,2024/03/29,17362,-129,-0.73,17533,17576,17320,200024,4068469100,2125773816600,104717922
1645,2024/03/28,17491,43,0.25,17491,17533,17362,136075,2778077200,2141481504900,104717922
1645,2024/03/27,17448,-128,-0.73,17491,17662,17320,295420,6030503250,2136245608800,104717922
1645,2024/03/26,17576,-43,-0.24,17705,17833,17491,297061,6114220750,2151953297100,104717922
1645,2024/03/25,17619,-128,-0.72,17747,17876,17619,163724,3389035000,2157189193200,104717922
1645,2024/03/22,17747,-214,-1.19,17876,18047,17747,201685,4214881000,2172896881500,104717922
1645,2024/03/21,17961,171,0.96,17918,18132,17790,146212,3064915450,2199076362000,104717922
1645,2024/03/20,17790,0,0.0,17876,18004,17705,135105,2815923800,2178132777600,104717922
1645,2024/03/19,17790,-257,-1.42,18047,18132,17747,193248,4040396800,2178132777600,104717922
1645,2024/03/18,18047,-513,-2.76,18645,18645,18004,280417,5976913750,2209548154200,104717922
1645,2024/03/15,18560,0,0.0,18560,18603,18346,196738,4249377700,2272378907400,104717922
1645,2024/03/14,18560,0,0.0,18560,18603,18432,382440,8272586150,2272378907400,104717922
1645,2024/03/13,18560,86,0.46,18603,18603,18346,122594,2647127700,2272378907400,104717922
1645,2024/03/12,18474,-86,-0.46,18731,18731,18303,232446,5001413950,2261907115200,104717922
1645,2024/03/11,18560,-43,-0.23,18603,18645,18389,103755,2249966450,2272378907400,104717922
1645,2024/03/08,18603,-42,-0.23,18774,18859,18474,217308,4722713800,2277614803500,104717922
1645,2024/03/07,18645,-214,-1.13,18816,18987,18603,121419,2658209800,2282850699600,104717922
1645,2024/03/06,18859,171,0.92,18688,18945,18645,112169,2467635750,2309030180100,104717922
1645,2024/03/05,18688,-257,-1.35,18816,18987,18645,150766,3312113450,2288086595700,104717922
1645,2024/03/04,18945,-128,-0.67,19287,19287,18945,111384,2482471250,2319501972300,104717922
1645,2024/02/29,19073,-128,-0.67,19073,19287,19073,137229,3068223850,2335209660600,104717922
1645,2024/02/28,19201,214,1.13,19159,19244,18902,113181,2521072150,2350917348900,104717922
1645,2024/02/27,18987,-172,-0.89,19287,19287,18902,110653,2467793500,2324737868400,104717922
1645,2024/02/26,19159,-256,-1.32,19501,19501,19073,202532,4555095900,2345681452800,104717922
1645,2024/02/23,19415,-128,-0.66,19543,19757,19287,186892,4246303600,2377096829400,104717922
1645,2024/02/22,19543,0,0.0,19714,19714,19372,105860,2419525300,2392804517700,104717922
1645,2024/02/21,19543,128,0.66,19586,19800,19458,222485,5104959000,2392804517700,104717922
1645,2024/02/20,19415,-214,-1.09,19672,19672,19372,127441,2900626600,2377096829400,104717922
1645,2024/02/19,19629,342,1.77,19330,19714,19330,176799,4050285750,2403276309900,104717922
1645,2024/02/16,19287,43,0.22,19415,19458,19159,132305,2985059100,2361389141100,104717922
1645,2024/02/15,19244,-86,-0.44,19501,19543,19244,107268,2425990600,2356153245000,104717922
1645,2024/02/14,19330,86,0.44,19073,19415,19073,148509,3350532750,2366625037200,104717922
1645,2024/02/13,19244,-43,-0.22,19458,19672,19244,158800,3593886500,2356153245000,104717922
1645,2024/02/08,19287,-214,-1.1,19458,19586,19201,262992,5944319650,2361389141100,104717922
1645,2024/02/07,19501,-213,-1.08,19971,20014,19372,277830,6362692100,2387568621600,104717922
1645,2024/02/06,19714,-129,-0.65,19629,19886,19244,195246,4476121750,2413748102100,104717922
1645,2024/02/05,19843,86,0.43,19757,19971,19501,162198,3752723800,2429455790400,104717922
1645,2024/02/02,19757,128,0.65,19757,19928,19501,212469,4907001400,2418983998200,104717922
1645,2024/02/01,19629,556,2.91,19073,19714,18945,196908,4491320300,2403276309900,104717922
1645,2024/01/31,19073,0,0.0,18945,19159,18816,113722,2528370700,2335209660600,104717922
1645,2024/01/30,19073,86,0.45,19244,19244,18987,126943,2836443450,2335209660600,104717922
1645,2024/01/29,18987,384,2.07,18688,19116,18603,132387,2932635550,2324737868400,104717922
1645,2024/01/26,18603,-85,-0.46,18560,18816,18517,95321,2082452800,2277614803500,104717922
1645,2024/01/25,18688,-128,-0.68,18945,18945,18474,145357,3159921750,2288086595700,104717922
1645,2024/01/24,18816,299,1.62,18517,18902,18517,150131,3289483450,2303794284000,104717922
1645,2024/01/23,18517,43,0.23,18432,18603,18389,117668,2544569500,2267143011300,104717922
1645,2024/01/22,18474,-43,-0.23,18645,18645,18260,149679,3227573750,2261907115200,104717922
1645,2024/01/19,18517,-128,-0.69,18688,18816,18517,142750,3114200250,2267143011300,104717922
1645,2024/01/18,18645,-214,-1.13,18945,19073,18474,231869,5055365300,2282850699600,104717922
1645,2024/01/17,18859,-257,-1.34,19159,19244,18816,169290,3759790300,2309030180100,104717922
1645,2024/01/16,19116,-171,-0.89,19030,19586,18987,171576,3851963500,2340445556700,104717922
1645,2024/01/15,19287,-128,-0.66,19287,19501,19201,136900,3093659200,2361389141100,104717922
1645,2024/01/12,19415,214,1.11,19330,19672,19201,256638,5837742750,2377096829400,104717922
1645,2024/01/11,19201,-856,-4.26,20142,20142,19159,445994,10145374000,2350917348900,104717922
1645,2024/01/10,20057,-171,-0.85,20270,20270,19971,122873,2881883700,2455635270900,104717922
1645,2024/01/09,20228,171,0.85,20313,20356,20014,166249,3917949900,2476578855300,104717922
1645,2024/01/08,20057,-213,-1.05,20356,20441,20014,121871,2874003700,2455635270900,104717922
1645,2024/01/05,20270,256,1.28,20014,20356,19928,160864,3803885200,2481814751400,104717922
1645,2024/01/04,20014,43,0.21,19928,20142,19928,159719,3737833600,2450399374800,104717922
1645,2024/01/03,19971,-128,-0.64,19928,20270,19886,156015,3651268750,2445163478700,104717922
1645,2024/01/02,20099,385,1.95,19757,20228,19757,230792,5402917000,2460871167000,104717922
1645,2023/12/28,19714,42,0.22,19800,19843,19586,131839,3040877950,2413748102100,104717922
1645,2023/12/27,19672,-769,-3.77,20270,20270,19543,296012,6824490000,2408512206000,104717922
1645,2023/12/26,20441,213,1.06,20313,20441,20228,175487,4170008550,2502758335800,104717922
1645,2023/12/22,20228,-42,-0.21,20313,20313,20142,127049,3000576950,2476578855300,104717922
1645,2023/12/21,20270,-129,-0.63,20270,20313,20099,126335,2982842650,2481814751400,104717922
1645,2023/12/20,20399,257,1.27,20185,20399,20099,158167,3743976400,2497522439700,104717922
1645,2023/12/19,20142,-86,-0.42,20228,20270,20014,158231,3721681800,2466107063100,104717922
1645,2023/12/18,20228,-171,-0.84,20313,20356,20142,107581,2542962450,2476578855300,104717922
1645,2023/12/15,20399,385,1.92,20099,20399,20057,158168,3763636700,2497522439700,104717922
1645,2023/12/14,20014,-85,-0.43,20270,20441,20014,279243,6558583150,2450399374800,104717922
1645,2023/12/13,20099,-257,-1.26,20356,20399,20057,137636,3245252550,2460871167000,104717922
1645,2023/12/12,20356,214,1.06,20270,20441,20228,99954,2377884600,2492286543600,104717922
1645,2023/12/11,20142,-128,-0.63,20399,20441,20099,87579,2068681600,2466107063100,104717922
1645,2023/12/08,20270,85,0.42,20399,20484,20228,87902,2088206500,2481814751400,104717922
1645,2023/12/07,20185,-342,-1.67,20356,20484,20185,112249,2664291400,2471342959200,104717922
1645,2023/12/06,20527,-299,-1.44,20955,20997,20441,111146,2675404200,2513230128000,104717922
1645,2023/12/05,20826,898,4.51,19928,20997,19928,313482,7610532700,2549881400700,104717922
1645,2023/12/04,19928,-385,-1.89,20356,20356,19928,260895,6128879800,2439927582600,104717922
1645,2023/12/01,20313,-86,-0.42,20399,20484,20228,153709,3653472200,2487050647500,104717922
1645,2023/11/30,20399,-299,-1.45,20613,20741,20142,272435,6485093100,2497522439700,104717922
1645,2023/11/29,20698,-556,-2.62,21254,21254,20570,199453,4863764600,2534173712400,104717922
1645,2023/11/28,21254,-257,-1.19,21596,21596,21254,104759,2615007700,2602240361700,104717922
1645,2023/11/27,21511,129,0.6,21468,21511,21382,66349,1664805800,2633655738300,104717922
